"Concept Set ID","Name","Concept ID","Concept Code","Concept Name","Domain","Vocabulary","Standard Concept","Valid Start Date","Valid End Date"
192,"First_generation_antiandrogens",2938043,"OMOP5154713","{28 (bicalutamide 50 MG Delayed Release Oral Tablet) / 1 (Leuprolide 22.5 MG Injection) } Pack","Drug","RxNorm Extension","S","2021-06-30","2099-12-31"
192,"First_generation_antiandrogens",2938042,"OMOP5154712","{28 (bicalutamide 50 MG Delayed Release Oral Tablet) / 1 (Leuprolide 22.5 MG Injection) } Pack [Eligard]","Drug","RxNorm Extension","S","2021-06-30","2099-12-31"
192,"First_generation_antiandrogens",2937915,"OMOP5154595","{28 (bicalutamide 50 MG Delayed Release Oral Tablet) / 1 (Leuprolide 7.5 MG Injection) } Pack","Drug","RxNorm Extension","S","2021-06-30","2099-12-31"
192,"First_generation_antiandrogens",2937914,"OMOP5154594","{28 (bicalutamide 50 MG Delayed Release Oral Tablet) / 1 (Leuprolide 7.5 MG Injection) } Pack [Eligard]","Drug","RxNorm Extension","S","2021-06-30","2099-12-31"
192,"First_generation_antiandrogens",42731826,"OMOP2721740","{28 (bicalutamide 50 MG Oral Tablet) / 1 (Goserelin 10.8 MG Drug Implant) } Pack","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
192,"First_generation_antiandrogens",36897742,"OMOP993018","{28 (bicalutamide 50 MG Oral Tablet) / 1 (Goserelin 10.8 MG Drug Implant) } Pack [Zolacos]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
192,"First_generation_antiandrogens",43298256,"OMOP573012","{28 (bicalutamide 50 MG Oral Tablet) / 1 (Goserelin 10.8 MG Drug Implant) } Pack [Zolacos] box of 1","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
192,"First_generation_antiandrogens",43298367,"OMOP573097","{28 (bicalutamide 50 MG Oral Tablet) / 1 (Goserelin 10.8 MG Drug Implant) } Pack box of 1","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
192,"First_generation_antiandrogens",42731869,"OMOP2729973","{28 (bicalutamide 50 MG Oral Tablet) / 1 (Goserelin 3.6 MG Drug Implant) } Pack","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
192,"First_generation_antiandrogens",36897743,"OMOP993485","{28 (bicalutamide 50 MG Oral Tablet) / 1 (Goserelin 3.6 MG Drug Implant) } Pack [Zolacos]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
192,"First_generation_antiandrogens",43298660,"OMOP573478","{28 (bicalutamide 50 MG Oral Tablet) / 1 (Goserelin 3.6 MG Drug Implant) } Pack [Zolacos] box of 1","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
192,"First_generation_antiandrogens",43298268,"OMOP573141","{28 (bicalutamide 50 MG Oral Tablet) / 1 (Goserelin 3.6 MG Drug Implant) } Pack box of 1","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
192,"First_generation_antiandrogens",43522820,"OMOP2809935","{28 (bicalutamide 50 MG Oral Tablet) / 1 (Leuprolide 22.5 MG Injection) } Pack","Drug","RxNorm Extension","S","2017-08-29","2099-12-31"
192,"First_generation_antiandrogens",43522804,"OMOP2809919","{28 (bicalutamide 50 MG Oral Tablet) / 1 (Leuprolide 22.5 MG Injection) } Pack [Eligard]","Drug","RxNorm Extension","S","2017-08-29","2099-12-31"
