"Concept Set ID","Name","Concept ID","Concept Code","Concept Name","Domain","Vocabulary","Standard Concept","Valid Start Date","Valid End Date"
69,"[OPTIMA] Tamoxifen",21047809,"OMOP292699","1 ML Tamoxifen 2 MG/ML Oral Solution","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
69,"[OPTIMA] Tamoxifen",21077343,"OMOP292701","1 ML Tamoxifen 2 MG/ML Oral Suspension","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
69,"[OPTIMA] Tamoxifen",21145936,"OMOP292694","1 ML Tamoxifen 4 MG/ML Oral Solution","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
69,"[OPTIMA] Tamoxifen",21037972,"OMOP292697","1 ML Tamoxifen 4 MG/ML Oral Suspension","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
69,"[OPTIMA] Tamoxifen",21155894,"OMOP292703","1 ML Tamoxifen 8 MG/ML Oral Solution","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
69,"[OPTIMA] Tamoxifen",21136057,"OMOP292705","1 ML Tamoxifen 8 MG/ML Oral Suspension","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
69,"[OPTIMA] Tamoxifen",35786208,"OMOP2787669","100 ML Tamoxifen 4 MG/ML Oral Solution","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
69,"[OPTIMA] Tamoxifen",21137812,"OMOP322036","100 ML Tamoxifen 4 MG/ML Oral Suspension","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
69,"[OPTIMA] Tamoxifen",21079173,"OMOP325706","150 ML Tamoxifen 2 MG/ML Oral Solution","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
69,"[OPTIMA] Tamoxifen",21128130,"OMOP325715","150 ML Tamoxifen 2 MG/ML Oral Solution [Soltamox]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
69,"[OPTIMA] Tamoxifen",21157801,"OMOP325717","150 ML Tamoxifen 2 MG/ML Oral Solution [Soltamox] by Rosemont","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
69,"[OPTIMA] Tamoxifen",40711382,"OMOP4745813","150 ML Tamoxifen 2 MG/ML Oral Solution by A A H","Drug","RxNorm Extension","S","2018-06-04","2099-12-31"
69,"[OPTIMA] Tamoxifen",40711383,"OMOP4745812","150 ML Tamoxifen 2 MG/ML Oral Solution by Alliance","Drug","RxNorm Extension","S","2018-06-04","2099-12-31"
69,"[OPTIMA] Tamoxifen",21088883,"OMOP325711","150 ML Tamoxifen 2 MG/ML Oral Solution by Colorama","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
