"Concept Set ID","Name","Concept ID","Concept Code","Concept Name","Domain","Vocabulary","Standard Concept","Valid Start Date","Valid End Date"
83,"BC1",45479920,"B343.00","Malignant neoplasm of lower-inner quadrant of female breast","Condition","Read","N","1970-01-01","2099-12-31"
83,"BC1",4003684,"109887009","Overlapping malignant neoplasm of male breast","Condition","SNOMED","S","2002-01-31","2099-12-31"
83,"BC1",45556996,"C50.912","Malignant neoplasm of unspecified site of left female breast","Condition","ICD10CM","N","1970-01-01","2099-12-31"
83,"BC1",1567558,"C50.62","Malignant neoplasm of axillary tail of breast, male","Condition","ICD10CM","N","2012-01-01","2099-12-31"
83,"BC1",1567542,"C50.11","Malignant neoplasm of central portion of breast, female","Condition","ICD10CM","N","2012-01-01","2099-12-31"
83,"BC1",45590910,"C50.929","Malignant neoplasm of unspecified site of unspecified male breast","Condition","ICD10CM","N","1970-01-01","2099-12-31"
83,"BC1",44832128,"174.0","Malignant neoplasm of nipple and areola of female breast","Condition","ICD9CM","N","1970-01-01","2099-12-31"
83,"BC1",4091468,"188161004","Malignant neoplasm of female breast NOS","Condition","SNOMED","N","2002-01-31","2022-01-27"
83,"BC1",45561812,"C50.211","Malignant neoplasm of upper-inner quadrant of right female breast","Condition","ICD10CM","N","1970-01-01","2099-12-31"
83,"BC1",40352577,"269592008","Ca breast-lower,outer quadrant","Condition","SNOMED","N","2002-01-31","2002-07-31"
83,"BC1",36712721,"1080191000119104","Infiltrating ductal carcinoma of central portion of right female breast","Condition","SNOMED","S","2017-01-31","2099-12-31"
83,"BC1",4246810,"93777006","Primary malignant neoplasm of ectopic male breast tissue","Condition","SNOMED","S","2002-01-31","2099-12-31"
83,"BC1",45468289,"ZV76100","[V]Screening for malignant neoplasm of breast","Condition/Meas","Read","N","1970-01-01","2099-12-31"
83,"BC1",40352573,"269589009","Ca breast-upper,inner quadrant","Condition","SNOMED","N","2002-01-31","2002-07-31"
83,"BC1",45586014,"C50.911","Malignant neoplasm of unspecified site of right female breast","Condition","ICD10CM","N","1970-01-01","2099-12-31"
83,"BC1",761170,"15635761000119103","Infiltrating duct carcinoma of bilateral female breasts","Condition","SNOMED","S","2015-09-01","2099-12-31"
83,"BC1",45768522,"706970001","Triple-negative breast cancer","Condition","SNOMED","S","2015-01-31","2099-12-31"
83,"BC1",44819435,"174.2","Malignant neoplasm of upper-inner quadrant of female breast","Condition","ICD9CM","N","1970-01-01","2099-12-31"
83,"BC1",45561813,"C50.212","Malignant neoplasm of upper-inner quadrant of left female breast","Condition","ICD10CM","N","1970-01-01","2099-12-31"
83,"BC1",4092510,"188150007","Malignant neoplasm of nipple or areola of female breast NOS","Condition","SNOMED","N","2002-01-31","2022-01-27"
83,"BC1",1567538,"C50.0","Malignant neoplasm of nipple and areola","Condition","ICD10CM","N","2012-01-01","2099-12-31"
83,"BC1",44834489,"174.6","Malignant neoplasm of axillary tail of female breast","Condition","ICD9CM","N","1970-01-01","2099-12-31"
83,"BC1",36684950,"459411000124109","Metastatic collecting duct carcinoma","Condition","SNOMED","S","2018-09-01","2099-12-31"
83,"BC1",3540178,"675601000000100","Carcinoma of breast NOS","Condition","SNOMED","N","2010-04-01","2012-04-01"
83,"BC1",759933,"1080181000119102","Infiltrating duct carcinoma of right female breast","Condition","SNOMED","S","2015-09-01","2099-12-31"
83,"BC1",45516496,"B34y.00","Malignant neoplasm of other site of female breast","Condition","Read","N","1970-01-01","2099-12-31"
