"Concept Set ID","Name","Concept ID","Concept Code","Concept Name","Domain","Vocabulary","Standard Concept","Valid Start Date","Valid End Date"
83,"BC1",3655521,"865954003","Adenocarcinoma of breast","Condition","SNOMED","S","2020-07-31","2099-12-31"
83,"BC1",4117852,"286896005","Carcinoma breast - lower, outer quadrant","Condition","SNOMED","S","2002-01-31","2099-12-31"
83,"BC1",4116071,"254838004","Carcinoma of breast","Condition","SNOMED","S","2002-01-31","2099-12-31"
83,"BC1",4113638,"286897001","Carcinoma of breast - axillary tail","Condition","SNOMED","S","2002-01-31","2099-12-31"
83,"BC1",4113637,"286894008","Carcinoma of breast - lower, inner quadrant","Condition","SNOMED","S","2002-01-31","2099-12-31"
83,"BC1",4117850,"286893002","Carcinoma of breast - upper, inner quadrant","Condition","SNOMED","S","2002-01-31","2099-12-31"
83,"BC1",4117851,"286895009","Carcinoma of breast - upper, outer quadrant","Condition","SNOMED","S","2002-01-31","2099-12-31"
83,"BC1",46270923,"708921005","Carcinoma of central portion of breast","Condition","SNOMED","S","2015-07-31","2099-12-31"
83,"BC1",40486563,"447782002","Carcinoma of female breast","Condition","SNOMED","S","2011-07-31","2099-12-31"
83,"BC1",4157448,"372096000","Carcinoma of male breast","Condition","SNOMED","S","2002-07-31","2099-12-31"
83,"BC1",4110861,"254843006","Familial cancer of breast","Condition","SNOMED","S","2002-01-31","2099-12-31"
83,"BC1",35624616,"767444009","Germline BRCA-mutated, HER2-negative metastatic breast cancer","Condition","SNOMED","S","2018-07-31","2099-12-31"
83,"BC1",4142116,"427685000","HER2-positive carcinoma of breast","Condition","SNOMED","S","2007-07-31","2099-12-31"
83,"BC1",4216891,"417181009","Hormone receptor positive malignant neoplasm of breast","Condition","SNOMED","S","2005-07-31","2099-12-31"
83,"BC1",4330242,"431396003","Human epidermal growth factor 2 negative carcinoma of breast","Condition","SNOMED","S","2008-07-31","2099-12-31"
83,"BC1",761170,"15635761000119103","Infiltrating duct carcinoma of bilateral female breasts","Condition","SNOMED","S","2015-09-01","2099-12-31"
83,"BC1",4237178,"408643008","Infiltrating duct carcinoma of breast","Condition","SNOMED","S","2004-01-31","2099-12-31"
83,"BC1",40492507,"448952004","Infiltrating duct carcinoma of female breast","Condition","SNOMED","S","2011-07-31","2099-12-31"
83,"BC1",759932,"1080101000119105","Infiltrating duct carcinoma of left female breast","Condition","SNOMED","S","2015-09-01","2099-12-31"
83,"BC1",759933,"1080181000119102","Infiltrating duct carcinoma of right female breast","Condition","SNOMED","S","2015-09-01","2099-12-31"
83,"BC1",37208322,"1080091000119100","Infiltrating ductal carcinoma of axillary tail of left female breast","Condition","SNOMED","S","2019-07-31","2099-12-31"
83,"BC1",37208326,"1080171000119100","Infiltrating ductal carcinoma of axillary tail of right female breast","Condition","SNOMED","S","2019-07-31","2099-12-31"
83,"BC1",36717260,"1080111000119108","Infiltrating ductal carcinoma of central portion of left female breast","Condition","SNOMED","S","2017-01-31","2099-12-31"
83,"BC1",36712721,"1080191000119104","Infiltrating ductal carcinoma of central portion of right female breast","Condition","SNOMED","S","2017-01-31","2099-12-31"
83,"BC1",37208324,"1080121000119101","Infiltrating ductal carcinoma of lower inner quadrant of left female breast","Condition","SNOMED","S","2019-07-31","2099-12-31"
83,"BC1",37208328,"1080201000119101","Infiltrating ductal carcinoma of lower inner quadrant of right female breast","Condition","SNOMED","S","2019-07-31","2099-12-31"
83,"BC1",37208325,"1080131000119103","Infiltrating ductal carcinoma of lower outer quadrant of left female breast","Condition","SNOMED","S","2019-07-31","2099-12-31"
83,"BC1",37208329,"1080211000119103","Infiltrating ductal carcinoma of lower outer quadrant of right female breast","Condition","SNOMED","S","2019-07-31","2099-12-31"
83,"BC1",36712719,"1080151000119109","Infiltrating ductal carcinoma of upper inner quadrant of left female breast","Condition","SNOMED","S","2017-01-31","2099-12-31"
83,"BC1",36712722,"1080231000119108","Infiltrating ductal carcinoma of upper inner quadrant of right female breast","Condition","SNOMED","S","2017-01-31","2099-12-31"
83,"BC1",36712720,"1080161000119106","Infiltrating ductal carcinoma of upper outer quadrant of left female breast","Condition","SNOMED","S","2017-01-31","2099-12-31"
83,"BC1",36712723,"1080241000119104","Infiltrating ductal carcinoma of upper outer quadrant of right female breast","Condition","SNOMED","S","2017-01-31","2099-12-31"
