"Concept Set ID","Name","Concept ID","Concept Code","Concept Name","Domain","Vocabulary","Standard Concept","Valid Start Date","Valid End Date"
68,"[OPTIMA] Aromatase Inhibitors",40238617,"1098618","{14 (anastrozole 1 MG Oral Tablet [Arimidex]) } Pack [Arimidex 14 Day]","Drug","RxNorm","S","2011-05-01","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",40238618,"1098617","{14 (anastrozole 1 MG Oral Tablet) } Pack","Drug","RxNorm","S","2011-05-01","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",1592640,"1923054","{28 (letrozole 2.5 MG Oral Tablet [Femara]) / 21 (ribociclib 200 MG Oral Tablet [Kisqali]) } Pack [Kisqali Femara Co-Pack 200]","Drug","RxNorm","S","2017-08-07","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",1592641,"1923056","{28 (letrozole 2.5 MG Oral Tablet [Femara]) / 42 (ribociclib 200 MG Oral Tablet [Kisqali]) } Pack [Kisqali Femara Co-Pack 400]","Drug","RxNorm","S","2017-08-07","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",1592642,"1923058","{28 (letrozole 2.5 MG Oral Tablet [Femara]) / 63 (ribociclib 200 MG Oral Tablet [Kisqali]) } Pack [Kisqali Femara Co-Pack 600]","Drug","RxNorm","S","2017-08-07","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",1592194,"1923053","{28 (letrozole 2.5 MG Oral Tablet) / 21 (ribociclib 200 MG Oral Tablet) } Pack","Drug","RxNorm","S","2017-08-07","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",1592195,"1923055","{28 (letrozole 2.5 MG Oral Tablet) / 42 (ribociclib 200 MG Oral Tablet) } Pack","Drug","RxNorm","S","2017-08-07","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",1592196,"1923057","{28 (letrozole 2.5 MG Oral Tablet) / 63 (ribociclib 200 MG Oral Tablet) } Pack","Drug","RxNorm","S","2017-08-07","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",19130020,"795142","{30 (anastrozole 1 MG Oral Tablet [Arimidex]) } Pack [Arimidex]","Drug","RxNorm","S","2008-06-01","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",19130019,"795141","{30 (anastrozole 1 MG Oral Tablet) } Pack","Drug","RxNorm","S","2008-06-01","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",36054542,"OMOP4979803","1 ML anastrozole 0.2 MG/ML Oral Solution","Drug","RxNorm Extension","S","2020-08-17","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",35896614,"OMOP5040847","1 ML letrozole 0.5 MG/ML Oral Suspension","Drug","RxNorm Extension","S","2021-02-01","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",1348265,"84857","anastrozole","Drug","RxNorm","S","1970-01-01","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",36066207,"OMOP4992621","anastrozole 0.2 MG/ML","Drug","RxNorm Extension","S","2020-08-17","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",36066206,"OMOP4992620","anastrozole 0.2 MG/ML Oral Solution","Drug","RxNorm Extension","S","2020-08-17","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",1348268,"315382","anastrozole 1 MG","Drug","RxNorm","S","1970-01-01","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",42970742,"OMOP4697167","anastrozole 1 MG [A-DEX]","Drug","RxNorm Extension","S","2018-08-21","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",44106995,"OMOP1101626","anastrozole 1 MG [Ach-Anastrozole]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",44029389,"OMOP1024020","anastrozole 1 MG [Act Anastrozole]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",43606250,"OMOP695502","anastrozole 1 MG [Anablock]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",43292842,"OMOP548351","anastrozole 1 MG [Anaccord]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",41016964,"OMOP2214926","anastrozole 1 MG [Anadex]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",2061828,"OMOP4963057","anastrozole 1 MG [ANAROZOL]","Drug","RxNorm Extension","S","2020-07-31","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",2061829,"OMOP4963058","anastrozole 1 MG [ANASPRIN]","Drug","RxNorm Extension","S","2020-07-31","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",42970743,"OMOP4697168","anastrozole 1 MG [ANASTO]","Drug","RxNorm Extension","S","2018-08-21","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",41142503,"OMOP2340465","anastrozole 1 MG [Anastrazol Actavis]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",40830071,"OMOP2028033","anastrozole 1 MG [Anastro Cell]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",43858433,"OMOP695468","anastrozole 1 MG [Anastrodac]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",2909310,"OMOP5126072","anastrozole 1 MG [Anastrodex]","Drug","RxNorm Extension","S","2021-06-30","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",43714163,"OMOP695477","anastrozole 1 MG [Anastrohexal]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",43271130,"OMOP548301","anastrozole 1 MG [Anastrol]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",43750141,"OMOP695480","anastrozole 1 MG [Anastromin]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",41111037,"OMOP2308999","anastrozole 1 MG [Anastrozol 1a Pharma]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",43840335,"OMOP695495","anastrozole 1 MG [Anastrozol Abz]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",43642379,"OMOP695463","anastrozole 1 MG [Anastrozol Acino]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",41111036,"OMOP2308998","anastrozole 1 MG [Anastrozol Acis]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",43714164,"OMOP695491","anastrozole 1 MG [Anastrozol Al]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",43732224,"OMOP695471","anastrozole 1 MG [Anastrozol Aristo]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",41173535,"OMOP2371497","anastrozole 1 MG [Anastrozol Atid]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",43750139,"OMOP695465","anastrozole 1 MG [Anastrozol Aurobindo]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",43660512,"OMOP695486","anastrozole 1 MG [Anastrozol Axios]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",43858436,"OMOP695496","anastrozole 1 MG [Anastrozol Basics]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",43660509,"OMOP695469","anastrozole 1 MG [Anastrozol Beta]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",40985920,"OMOP2183882","anastrozole 1 MG [Anastrozol Biomo]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",41297901,"OMOP2495863","anastrozole 1 MG [Anastrozol Ct]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",43840336,"OMOP695500","anastrozole 1 MG [Anastrozol Denk]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",43804150,"OMOP695485","anastrozole 1 MG [Anastrozol Devatis]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",43588216,"OMOP695498","anastrozole 1 MG [Anastrozol Dura]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",43696339,"OMOP695482","anastrozole 1 MG [Anastrozol Evepacks]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",41142502,"OMOP2340464","anastrozole 1 MG [Anastrozol Fair Med]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",43606249,"OMOP695472","anastrozole 1 MG [Anastrozol Glenmark]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",43678521,"OMOP695490","anastrozole 1 MG [Anastrozol Haemato]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
68,"[OPTIMA] Aromatase Inhibitors",43858435,"OMOP695478","anastrozole 1 MG [Anastrozol Heumann]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
