"Concept Set ID","Name","Concept ID","Concept Code","Concept Name","Domain","Vocabulary","Standard Concept","Valid Start Date","Valid End Date"
190,"GnRH_agonists",44785905,"1488619","{1 (1 ML leuprolide acetate 3.75 MG/ML Prefilled Syringe [Lupron]) / 30 (norethindrone acetate 5 MG Oral Tablet) } Pack [Lupaneta Pack 1-Month]","Drug","RxNorm","S","2014-03-03","2099-12-31"
190,"GnRH_agonists",44785906,"1488618","{1 (1 ML leuprolide acetate 3.75 MG/ML Prefilled Syringe) / 30 (norethindrone acetate 5 MG Oral Tablet) } Pack","Drug","RxNorm","S","2014-03-03","2099-12-31"
190,"GnRH_agonists",44785903,"1488617","{1 (1.5 ML leuprolide acetate 7.5 MG/ML Prefilled Syringe [Lupron]) / 90 (norethindrone acetate 5 MG Oral Tablet) } Pack [Lupaneta Pack 3-Month]","Drug","RxNorm","S","2014-03-03","2099-12-31"
190,"GnRH_agonists",44785904,"1488616","{1 (1.5 ML leuprolide acetate 7.5 MG/ML Prefilled Syringe) / 90 (norethindrone acetate 5 MG Oral Tablet) } Pack","Drug","RxNorm","S","2014-03-03","2099-12-31"
190,"GnRH_agonists",2938043,"OMOP5154713","{28 (bicalutamide 50 MG Delayed Release Oral Tablet) / 1 (Leuprolide 22.5 MG Injection) } Pack","Drug","RxNorm Extension","S","2021-06-30","2099-12-31"
190,"GnRH_agonists",2938042,"OMOP5154712","{28 (bicalutamide 50 MG Delayed Release Oral Tablet) / 1 (Leuprolide 22.5 MG Injection) } Pack [Eligard]","Drug","RxNorm Extension","S","2021-06-30","2099-12-31"
190,"GnRH_agonists",2937915,"OMOP5154595","{28 (bicalutamide 50 MG Delayed Release Oral Tablet) / 1 (Leuprolide 7.5 MG Injection) } Pack","Drug","RxNorm Extension","S","2021-06-30","2099-12-31"
190,"GnRH_agonists",2937914,"OMOP5154594","{28 (bicalutamide 50 MG Delayed Release Oral Tablet) / 1 (Leuprolide 7.5 MG Injection) } Pack [Eligard]","Drug","RxNorm Extension","S","2021-06-30","2099-12-31"
190,"GnRH_agonists",2938041,"OMOP5154711","{84 (bicalutamide 50 MG Delayed Release Oral Tablet) / 1 (Leuprolide 22.5 MG Injection) } Pack","Drug","RxNorm Extension","S","2021-06-30","2099-12-31"
190,"GnRH_agonists",2938040,"OMOP5154710","{84 (bicalutamide 50 MG Delayed Release Oral Tablet) / 1 (Leuprolide 22.5 MG Injection) } Pack [Eligard]","Drug","RxNorm Extension","S","2021-06-30","2099-12-31"
190,"GnRH_agonists",2901690,"OMOP5118573","0.2 ML leuprolide 5 MG/ML Injection","Drug","RxNorm Extension","S","2021-06-30","2099-12-31"
190,"GnRH_agonists",2901689,"OMOP5118572","0.2 ML leuprolide 5 MG/ML Injection [Lucrin]","Drug","RxNorm Extension","S","2021-06-30","2099-12-31"
190,"GnRH_agonists",1351705,"752899","0.25 ML leuprolide acetate 30 MG/ML Prefilled Syringe","Drug","RxNorm","S","2008-01-27","2099-12-31"
190,"GnRH_agonists",1351747,"825334","0.25 ML leuprolide acetate 30 MG/ML Prefilled Syringe [Eligard]","Drug","RxNorm","S","2008-11-30","2099-12-31"
190,"GnRH_agonists",43596692,"OMOP853184","0.33 ML Leuprolide 30 MG/ML Injectable Solution","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
190,"GnRH_agonists",43722603,"OMOP853185","0.33 ML Leuprolide 30 MG/ML Injectable Solution [Eligard]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
190,"GnRH_agonists",43632795,"OMOP853187","0.33 ML Leuprolide 30 MG/ML Injectable Solution [Eligard] by Astellas","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
190,"GnRH_agonists",1351702,"752884","0.375 ML leuprolide acetate 120 MG/ML Prefilled Syringe","Drug","RxNorm","S","2008-01-27","2099-12-31"
190,"GnRH_agonists",1351745,"825325","0.375 ML leuprolide acetate 120 MG/ML Prefilled Syringe [Eligard]","Drug","RxNorm","S","2008-11-30","2099-12-31"
190,"GnRH_agonists",1146746,"2371773","0.375 ML leuprolide acetate 120 MG/ML Prefilled Syringe [Fensolvi]","Drug","RxNorm","S","2020-08-03","2099-12-31"
190,"GnRH_agonists",1351704,"752894","0.375 ML leuprolide acetate 60 MG/ML Prefilled Syringe","Drug","RxNorm","S","2008-01-27","2099-12-31"
190,"GnRH_agonists",1351748,"825335","0.375 ML leuprolide acetate 60 MG/ML Prefilled Syringe [Eligard]","Drug","RxNorm","S","2008-11-30","2099-12-31"
190,"GnRH_agonists",43669025,"OMOP854297","0.44 ML Leuprolide 60 MG/ML Injectable Solution","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
190,"GnRH_agonists",43632927,"OMOP854298","0.44 ML Leuprolide 60 MG/ML Injectable Solution [Eligard]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
190,"GnRH_agonists",43867058,"OMOP854299","0.44 ML Leuprolide 60 MG/ML Injectable Solution [Eligard] by Astellas","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
190,"GnRH_agonists",1351703,"752889","0.5 ML leuprolide acetate 60 MG/ML Prefilled Syringe","Drug","RxNorm","S","2008-01-27","2099-12-31"
190,"GnRH_agonists",1351746,"825333","0.5 ML leuprolide acetate 60 MG/ML Prefilled Syringe [Eligard]","Drug","RxNorm","S","2008-11-30","2099-12-31"
190,"GnRH_agonists",41329561,"OMOP2527523","1 ML Leuprolide 11.25 MG/ML Drug Implant","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
190,"GnRH_agonists",41335168,"OMOP2533130","1 ML Leuprolide 11.25 MG/ML Drug Implant [Enantone]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
190,"GnRH_agonists",41331769,"OMOP2529731","1 ML Leuprolide 11.25 MG/ML Drug Implant [Enantone] Box of 1","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
190,"GnRH_agonists",41332715,"OMOP2530677","1 ML Leuprolide 11.25 MG/ML Drug Implant [Enantone] Box of 1 by Cc","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
190,"GnRH_agonists",41336550,"OMOP2534512","1 ML Leuprolide 11.25 MG/ML Drug Implant [Enantoneri]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
190,"GnRH_agonists",41336549,"OMOP2534511","1 ML Leuprolide 11.25 MG/ML Drug Implant [Enantoneri] Box of 1","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
190,"GnRH_agonists",41333396,"OMOP2531358","1 ML Leuprolide 11.25 MG/ML Drug Implant [Enantoneri] Box of 1 by Orifarm Leverkus","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
190,"GnRH_agonists",41331768,"OMOP2529730","1 ML Leuprolide 11.25 MG/ML Drug Implant [Enantoneup]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
190,"GnRH_agonists",41337160,"OMOP2535122","1 ML Leuprolide 11.25 MG/ML Drug Implant [Enantoneup] Box of 1","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
190,"GnRH_agonists",41330689,"OMOP2528651","1 ML Leuprolide 11.25 MG/ML Drug Implant [Enantoneup] Box of 1 by Eurim-Pharm","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
190,"GnRH_agonists",41333155,"OMOP2531117","1 ML Leuprolide 11.25 MG/ML Drug Implant [Enantoneurim Pharm]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
190,"GnRH_agonists",41329131,"OMOP2527093","1 ML Leuprolide 11.25 MG/ML Drug Implant [Enantoneurim Pharm] Box of 1","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
190,"GnRH_agonists",41332020,"OMOP2529982","1 ML Leuprolide 11.25 MG/ML Drug Implant [Enantoneurim Pharm] Box of 1 by Emra-Med","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
190,"GnRH_agonists",41330454,"OMOP2528416","1 ML Leuprolide 11.25 MG/ML Drug Implant [Enantoneurim Pharm] Box of 2","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
190,"GnRH_agonists",41336110,"OMOP2534072","1 ML Leuprolide 11.25 MG/ML Drug Implant [Enantoneurim Pharm] Box of 2 by Emra-Med","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
190,"GnRH_agonists",41337159,"OMOP2535121","1 ML Leuprolide 11.25 MG/ML Drug Implant [Prostap]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
190,"GnRH_agonists",41327400,"OMOP2525362","1 ML Leuprolide 11.25 MG/ML Drug Implant [Prostap] Box of 1","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
190,"GnRH_agonists",41333395,"OMOP2531357","1 ML Leuprolide 11.25 MG/ML Drug Implant [Prostap] Box of 1 by Eurim-Pharm","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
190,"GnRH_agonists",41329130,"OMOP2527092","1 ML Leuprolide 11.25 MG/ML Drug Implant [Trenantone]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
190,"GnRH_agonists",41334489,"OMOP2532451","1 ML Leuprolide 11.25 MG/ML Drug Implant [Trenantone] Box of 1","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
190,"GnRH_agonists",41334766,"OMOP2532728","1 ML Leuprolide 11.25 MG/ML Drug Implant [Trenantone] Box of 1 by Emra-Med","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
190,"GnRH_agonists",41332714,"OMOP2530676","1 ML Leuprolide 11.25 MG/ML Drug Implant [Trenantone] Box of 1 by Kohlpharma","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
190,"GnRH_agonists",41330049,"OMOP2528011","1 ML Leuprolide 11.25 MG/ML Drug Implant [Trenantone] Box of 1 by Mtk","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
190,"GnRH_agonists",41328064,"OMOP2526026","1 ML Leuprolide 11.25 MG/ML Drug Implant [Trenantone] Box of 1 by Takeda","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
190,"GnRH_agonists",41329129,"OMOP2527091","1 ML Leuprolide 11.25 MG/ML Drug Implant [Trenantone] Box of 2","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
190,"GnRH_agonists",41334765,"OMOP2532727","1 ML Leuprolide 11.25 MG/ML Drug Implant [Trenantone] Box of 2 by Kohlpharma","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
190,"GnRH_agonists",41331353,"OMOP2529315","1 ML Leuprolide 11.25 MG/ML Drug Implant [Trenantone] Box of 2 by Mtk","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
190,"GnRH_agonists",41332713,"OMOP2530675","1 ML Leuprolide 11.25 MG/ML Drug Implant [Trenantone] Box of 2 by Takeda","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
190,"GnRH_agonists",41329560,"OMOP2527522","1 ML Leuprolide 11.25 MG/ML Drug Implant Box of 1","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
