"Concept Set ID","Name","Concept ID","Concept Code","Concept Name","Domain","Vocabulary","Standard Concept","Valid Start Date","Valid End Date"
193,"Second_generation_antiandrogens",40239056,"1100072","abiraterone","Drug","RxNorm","S","2011-06-05","2099-12-31"
193,"Second_generation_antiandrogens",21080508,"OMOP328862","abiraterone 250 MG Oral Tablet [Zytiga] Box of 120","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
193,"Second_generation_antiandrogens",44171833,"OMOP3048556","abiraterone 250 MG Oral Tablet [Zytiga] Box of 120 by Abacus Medicine","Drug","RxNorm Extension","S","2017-10-06","2099-12-31"
193,"Second_generation_antiandrogens",41201041,"OMOP2399003","abiraterone 250 MG Oral Tablet [Zytiga] Box of 120 by Abacus Medicine","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
193,"Second_generation_antiandrogens",40857295,"OMOP2055257","abiraterone 250 MG Oral Tablet [Zytiga] Box of 120 by Cc","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
193,"Second_generation_antiandrogens",40888605,"OMOP2086567","abiraterone 250 MG Oral Tablet [Zytiga] Box of 120 by Emra-Med","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
193,"Second_generation_antiandrogens",41013151,"OMOP2211113","abiraterone 250 MG Oral Tablet [Zytiga] Box of 120 by Eurim-Pharm","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
193,"Second_generation_antiandrogens",40919586,"OMOP2117548","abiraterone 250 MG Oral Tablet [Zytiga] Box of 120 by Haematogmbh","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
193,"Second_generation_antiandrogens",21051086,"OMOP328873","abiraterone 250 MG Oral Tablet [Zytiga] Box of 120 by Janssen","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
193,"Second_generation_antiandrogens",41013150,"OMOP2211112","abiraterone 250 MG Oral Tablet [Zytiga] Box of 120 by Kohlpharma","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
193,"Second_generation_antiandrogens",41075642,"OMOP2273604","abiraterone 250 MG Oral Tablet [Zytiga] Box of 120 by Orifarm Leverkus","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
193,"Second_generation_antiandrogens",44160495,"OMOP3037218","abiraterone 250 MG Oral Tablet [Zytiga] Box of 120 by Paranova Pack","Drug","RxNorm Extension","S","2017-10-06","2099-12-31"
193,"Second_generation_antiandrogens",36037002,"OMOP5047002","abiraterone 250 MG Oral Tablet [Zytiga] Box of 120 by Plaza Pharm","Drug","RxNorm Extension","S","2021-06-17","2099-12-31"
193,"Second_generation_antiandrogens",36507667,"OMOP4835563","abiraterone 250 MG Oral Tablet [Zytiga] by Eurim-Pharm","Drug","RxNorm Extension","S","2019-09-04","2099-12-31"
193,"Second_generation_antiandrogens",21051085,"OMOP328851","abiraterone 250 MG Oral Tablet [Zytiga] by Janssen","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
193,"Second_generation_antiandrogens",37592900,"OMOP4782341","abiraterone 250 MG Oral Tablet [Zytiga] by Lunapharm","Drug","RxNorm Extension","S","2019-01-17","2099-12-31"
193,"Second_generation_antiandrogens",21139399,"OMOP328830","abiraterone 250 MG Oral Tablet Box of 120","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
193,"Second_generation_antiandrogens",43029297,"OMOP4844373","abiraterone 500 MG Delayed Release Oral Tablet","Drug","RxNorm Extension","S","2019-10-06","2099-12-31"
193,"Second_generation_antiandrogens",43029299,"OMOP4844375","abiraterone 500 MG Delayed Release Oral Tablet [Zytiga]","Drug","RxNorm Extension","S","2019-10-06","2099-12-31"
193,"Second_generation_antiandrogens",43029300,"OMOP4844376","abiraterone 500 MG Delayed Release Oral Tablet [Zytiga] Box of 60","Drug","RxNorm Extension","S","2019-10-06","2099-12-31"
193,"Second_generation_antiandrogens",43029301,"OMOP4844377","abiraterone 500 MG Delayed Release Oral Tablet [Zytiga] Box of 60 by Janssen","Drug","RxNorm Extension","S","2019-10-06","2099-12-31"
193,"Second_generation_antiandrogens",43029298,"OMOP4844374","abiraterone 500 MG Delayed Release Oral Tablet Box of 60","Drug","RxNorm Extension","S","2019-10-06","2099-12-31"
193,"Second_generation_antiandrogens",44189252,"OMOP3065975","abiraterone 500 MG Oral Tablet [Zytiga] Box of 56","Drug","RxNorm Extension","S","2017-10-06","2099-12-31"
193,"Second_generation_antiandrogens",44186804,"OMOP3063527","abiraterone 500 MG Oral Tablet [Zytiga] Box of 56 by Janssen","Drug","RxNorm Extension","S","2017-10-06","2099-12-31"
193,"Second_generation_antiandrogens",36057279,"OMOP4982784","abiraterone 500 MG Oral Tablet [Zytiga] Box of 56 by Originalis B.V.","Drug","RxNorm Extension","S","2020-08-17","2099-12-31"
193,"Second_generation_antiandrogens",43029303,"OMOP4844379","abiraterone 500 MG Oral Tablet [Zytiga] Box of 60","Drug","RxNorm Extension","S","2019-10-06","2099-12-31"
193,"Second_generation_antiandrogens",43029304,"OMOP4844380","abiraterone 500 MG Oral Tablet [Zytiga] Box of 60 by Janssen","Drug","RxNorm Extension","S","2019-10-06","2099-12-31"
193,"Second_generation_antiandrogens",42875666,"OMOP4872779","abiraterone 500 MG Oral Tablet [Zytiga] Box of 60 by Orifarm Leverkus","Drug","RxNorm Extension","S","2020-01-15","2099-12-31"
193,"Second_generation_antiandrogens",37592898,"OMOP4782339","abiraterone 500 MG Oral Tablet [Zytiga] by Abacus Medicine","Drug","RxNorm Extension","S","2019-01-17","2099-12-31"
193,"Second_generation_antiandrogens",37592899,"OMOP4782340","abiraterone 500 MG Oral Tablet [Zytiga] by Cc","Drug","RxNorm Extension","S","2019-01-17","2099-12-31"
193,"Second_generation_antiandrogens",44039165,"OMOP1033796","abiraterone 500 MG Oral Tablet [Zytiga] by Janssen","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
193,"Second_generation_antiandrogens",994895,"OMOP4821407","abiraterone 500 MG Oral Tablet [Zytiga] by Kohlpharma","Drug","RxNorm Extension","S","2019-03-27","2099-12-31"
193,"Second_generation_antiandrogens",36057280,"OMOP4982785","abiraterone 500 MG Oral Tablet [Zytiga] by Originalis B.V.","Drug","RxNorm Extension","S","2020-08-17","2099-12-31"
193,"Second_generation_antiandrogens",994896,"OMOP4821408","abiraterone 500 MG Oral Tablet [Zytiga] by Paranova Pack","Drug","RxNorm Extension","S","2019-03-27","2099-12-31"
