"Concept Set ID","Name","Concept ID","Concept Code","Concept Name","Domain","Vocabulary","Standard Concept","Valid Start Date","Valid End Date"
193,"Second_generation_antiandrogens",44057239,"OMOP1051870","enzalutamide Oral Capsule [Xtand]","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
193,"Second_generation_antiandrogens",1185236,"726060566","abiraterone acetate 250mg/1 ORAL TABLET","Drug","NDC","N","2020-01-07","2099-12-31"
193,"Second_generation_antiandrogens",46274231,"1100071","abiraterone acetate","Drug","RxNorm","N","2015-09-08","2099-12-31"
193,"Second_generation_antiandrogens",42835984,"578940199","abiraterone acetate 500mg/1 ORAL TABLET, FILM COATED","Drug","NDC","N","2018-03-05","2099-12-31"
193,"Second_generation_antiandrogens",37508074,"167140963","abiraterone acetate 250mg/1 ORAL TABLET","Drug","NDC","N","2020-05-19","2099-12-31"
193,"Second_generation_antiandrogens",819197,"692381754","abiraterone 500mg/1 ORAL TABLET","Drug","NDC","N","2019-01-07","2099-12-31"
193,"Second_generation_antiandrogens",41011215,"OMOP2209177","enzalutamide 40 MG Oral Capsule [Xtandi] Box of 112 by Emra-Med","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
193,"Second_generation_antiandrogens",45773162,"703125003","Enzalutamide","Drug","SNOMED","N","2014-07-31","2099-12-31"
193,"Second_generation_antiandrogens",35831700,"OMOP5036567","enzalutamide 80 MG Oral Tablet [Xtandi]","Drug","RxNorm Extension","N","2021-01-21","2021-01-25"
193,"Second_generation_antiandrogens",40239057,"1100074","abiraterone Oral Tablet","Drug","RxNorm","S","2011-06-05","2099-12-31"
193,"Second_generation_antiandrogens",44076515,"OMOP1071146","enzalutamide 40 MG Oral Capsule [Xtand] by Astellas","Drug","RxNorm Extension","S","2017-08-24","2099-12-31"
193,"Second_generation_antiandrogens",1361301,"2180335","Nubeqa Pill","Drug","RxNorm","C","2019-09-03","2099-12-31"
193,"Second_generation_antiandrogens",972869,"69539004992","abiraterone acetate 250 MG Oral Tablet","Drug","NDC","N","2019-08-01","2099-12-31"
193,"Second_generation_antiandrogens",36034901,"OMOP5044920","enzalutamide 40 MG Oral Tablet [Xtandi] Box of 112 by Haematogmbh","Drug","RxNorm Extension","S","2021-06-17","2099-12-31"
193,"Second_generation_antiandrogens",21290550,"703125003","Enzalutamide","Drug","dm+d","N","2014-10-01","2099-12-31"
193,"Second_generation_antiandrogens",35525483,"60505432701","abiraterone acetate 250 MG Oral Tablet","Drug","NDC","N","2018-12-01","2099-12-31"
193,"Second_generation_antiandrogens",1361296,"2180330","darolutamide 300 MG Oral Tablet","Drug","RxNorm","S","2019-09-03","2099-12-31"
193,"Second_generation_antiandrogens",45678976,"b129fdc9-1d8e-425c-a5a9-8a2ed36dfbdf","XTANDI - enzalutamide capsule","Drug","SPL","C","2022-09-15","2099-12-31"
193,"Second_generation_antiandrogens",36082237,"36945011000001108","Xtandi 40mg capsules","Drug","dm+d","N","2014-10-01","2099-12-31"
193,"Second_generation_antiandrogens",823441,"68001048907","abiraterone acetate 250 MG Oral Tablet","Drug","NDC","N","2021-04-01","2099-12-31"
